feature_combination,features,feature_count,label,model,train_samples,test_samples,PLCC,SRCC,KRCC,RMSE
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,TSV,mlp_regressor,800,200,0.6986468810414104,0.680523616663908,0.4890724416987622,0.5020310812102217
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,TSV,ridge_regressor,800,200,0.7229705793342981,0.7300118658365818,0.5398760173560438,0.46748055201733796
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,TSV,decision_tree_regressor,800,200,0.5423828090649079,0.48619781558510794,0.3500069451168764,0.5851251623052864
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,TSV,random_forest_regressor,800,200,0.7489779865592525,0.7006771344231076,0.5194539859532158,0.4460447691801351
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,TSV,extra_trees_regressor,800,200,0.7351020051660189,0.6822592043116485,0.5027541967272579,0.45552009415620304
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,TSV,gradient_boosting_regressor,800,200,0.7779282177101188,0.735738405028673,0.5510427438866542,0.4166379352547159
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,TSV,adaboost_regressor,800,200,0.7773742282905993,0.7414490592591645,0.5580657859461354,0.42129112017714326
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,TSV,xgboost_regressor,800,200,0.7644638242542016,0.7172424709779895,0.5316267238829803,0.42791811333162
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,TSV,catboost_regressor,800,200,0.7884882832103497,0.7533035420738049,0.5647244989151499,0.40829967483374113
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,mlp_regressor,800,200,0.6086336597789459,0.5864775483325168,0.4173781267873577,0.6697870185546391
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,ridge_regressor,800,200,0.6010681096680881,0.5613821004864612,0.39338971959697105,0.6514457647877889
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,decision_tree_regressor,800,200,0.41492701468723836,0.38859612548217964,0.26851512647420495,0.7867928811474657
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,random_forest_regressor,800,200,0.5892662145125303,0.5407661341999191,0.37847255882311714,0.6644248963052355
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,extra_trees_regressor,800,200,0.5926569729601606,0.5409161503271634,0.3762551430324092,0.6636526974301163
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,gradient_boosting_regressor,800,200,0.6185551011927248,0.5710206366619047,0.4117337956837373,0.637391953770497
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,adaboost_regressor,800,200,0.5901809663095279,0.5646791926546121,0.4044323024188452,0.6624812241977034
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,xgboost_regressor,800,200,0.6265346950532253,0.5968751661118162,0.43572220287412394,0.632089893756882
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,catboost_regressor,800,200,0.6356483335696881,0.6059046368106481,0.43380716196396707,0.6258523529161323
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,mlp_regressor,800,200,0.5488811389125127,0.5239966369051594,0.3689925896638635,0.6312639064392123
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,ridge_regressor,800,200,0.5819804666793278,0.5834615249167086,0.41353311206743065,0.5583998285997307
